2108453273	279 Graystone Ter APT 1	 San Francisco	CA	94114	1 bed	1 bath	770 sqft	$764,660
15084914	815 Lyon St	 San Francisco	CA	94115	2 beds	1 bath	1,075 sqft	$1,163,389
15131239	771 Panorama Dr	 San Francisco	CA	94131	3 beds	1 bath	1,298 sqft	$1,484,982
15086065	625 Divisadero St # 6	 San Francisco	CA	94117	Studio	1 bath	353 sqft	$661,616
2099228207	642 Natoma St # A	 San Francisco	CA	94103	3 beds	2 baths	1,353 sqft	$1,003,942
15185390	13 Surrey St	 San Francisco	CA	94131	2 beds	2 baths	1,280 sqft	$1,091,346
53153388	370 Monterey Blvd APT 101	 San Francisco	CA	94131	1 bed	1 bath	807 sqft	$347,088
15138223	176 Yerba Buena Ave	 San Francisco	CA	94127	4 beds	3.5 baths	2,562 sqft	$2,987,290
2100755012	263 Thrift St	 San Francisco	CA	94112	Studio	-- baths	2,529 sqft	$1,330,045
15078487	853 Hayes St	 San Francisco	CA	94117	3 beds	3 baths	2,020 sqft	$1,794,834
15083909	128 Wood St # 1	 San Francisco	CA	94118	3 beds	2 baths	1,600 sqft	$1,525,391
89238348	1884 Bush St	 San Francisco	CA	94109	1 bed	1 bath	934 sqft	$988,867
80736213	1601 Pacific Ave APT 207	 San Francisco	CA	94109	2 beds	3 baths	1,274 sqft	$1,192,753
15175184	125 Britton St	 San Francisco	CA	94134	1 bed	1 bath	650 sqft	$632,865
79847573	900 Gilman Ave # 14	 San Francisco	CA	94124	2 beds	1 bath	899 sqft	$209,999
2099430840	Residence G1 Plan	 Summit 800 San Francisco	CA	94132	3 beds	2.5 baths	2,328 sqft	$1,468,445
2097734745	633-637 Capp St # 635A	 San Francisco	CA	94110	2 beds	1 bath	-- sqft	$1,425,576
2099853783	3422 19th St	 San Francisco	CA	94110	2 beds	2 baths	-- sqft	$1,057,070
15109495	1668 18th Ave	 San Francisco	CA	94122	3 beds	2 baths	1,671 sqft	$1,283,152
15109410	1622 21st Ave	 San Francisco	CA	94122	5 beds	3 baths	1,275 sqft	$1,387,018
82786081	425 1st St UNIT 1607	 San Francisco	CA	94105	1 bed	1 bath	819 sqft	$1,126,418
15088261	130 Rivoli St	 San Francisco	CA	94117	3 beds	2 baths	1,700 sqft	$1,491,845
2099430843	Residence B Plan	 Summit 800 San Francisco	CA	94132	3 beds	2.5 baths	2,001 sqft	$1,552,351
15136357	456 Los Palmos Dr	 San Francisco	CA	94127	4 beds	4 baths	2,000 sqft	$1,474,006
15086531	255 Central Ave	 San Francisco	CA	94117	2 beds	2 baths	1,078 sqft	$1,035,115
2098608398	E1011 Plan	 Rockwell San Francisco	CA	94109	2 beds	2 baths	1,139 sqft	$1,734,544
2097755397	388 Fulton St # 411	 San Francisco	CA	94102	2 beds	1 bath	714 sqft	$965,095
15129447	337 Douglass St	 San Francisco	CA	94114	3 beds	3 baths	1,600 sqft	$1,923,601
2097755733	2121 Webster Street Rh # 2	 San Francisco	CA	94115	3 beds	3 baths	2,423 sqft	$3,800,598
2098636651	2475 Clay St	 San Francisco	CA	94115	3 beds	3 baths	2,423 sqft	$3,864,358
2097755745	Row House Collection 3-Story Plan	 San Francisco	CA	94115	3 beds	3 baths	2,423 sqft	$3,800,598
15177732	465 Stoneridge Ln # 3301	 San Francisco	CA	94134	2 beds	2 baths	1,111 sqft	$639,378
2097756977	3138 Scott St	 San Francisco	CA	94123	2 beds	1 bath	1,130 sqft	$1,231,442
80745391	563 Minna St APT 1	 San Francisco	CA	94103	2 beds	2 baths	1,257 sqft	$689,034
15171782	690 Brussels St	 San Francisco	CA	94134	4 beds	2 baths	1,712 sqft	$755,168
15164059	659 Banks St	 San Francisco	CA	94110	4 beds	6 baths	2,100 sqft	$1,096,005
15160093	1479 Shotwell St	 San Francisco	CA	94110	2 beds	1 bath	2,140 sqft	$1,696,895
15127493	141 States St	 San Francisco	CA	94114	3 beds	2 baths	1,484 sqft	$1,464,833
2098636733	Residence 6 Plan	 LUMINA San Francisco	CA	94105	2 beds	2 baths	1,495 sqft	$2,396,868
69820113	673 Kansas St # 1	 San Francisco	CA	94107	2 beds	1 bath	-- sqft	$1,218,964
61288450	77 Dow Pl APT 108	 San Francisco	CA	94107	1 bed	1.5 baths	1,057 sqft	$962,538
15141245	443 Capistrano Ave	 San Francisco	CA	94112	4 beds	2 baths	1,832 sqft	$1,185,283
15153310	5 Mabrey Ct	 San Francisco	CA	94124	3 beds	2 baths	1,776 sqft	$812,180
82786088	425 1st St UNIT 1707	 San Francisco	CA	94105	1 bed	1 bath	819 sqft	$1,138,244
2097768822	365 67 12th St	 San Francisco	CA	94103	-- beds	-- baths	1,902 sqft	$1,160,897
2099276061	1931 15th St	 San Francisco	CA	94114	3 beds	2 baths	2,580 sqft	$2,626,223
89237610	432 Jersey St	 San Francisco	CA	94114	2 beds	1 bath	1,053 sqft	$1,124,159
96041763	1299 Bush St APT 201	 San Francisco	CA	94109	2 beds	3 baths	1,530 sqft	$1,706,890
15100883	1229 45th Ave	 San Francisco	CA	94122	Studio	-- baths	1,460 sqft	$945,311
15073451	2225-2227 Pacific Ave	 San Francisco	CA	94115	6 beds	5 baths	4,700 sqft	$4,929,160
15153857	1243 Quesada Ave	 San Francisco	CA	94124	3 beds	1 bath	1,440 sqft	$739,092
89240309	425 1st St UNIT 4605	 San Francisco	CA	94105	1 bed	1 bath	860 sqft	$998,364
15069888	37 Rico Way	 San Francisco	CA	94123	3 beds	1 bath	1,845 sqft	$2,404,211
2097772510	1401 Waller St	 San Francisco	CA	94117	Studio	-- baths	2,606 sqft	$1,717,369
15193845	316 Orizaba Ave	 San Francisco	CA	94132	2 beds	1 bath	800 sqft	$631,785
15140297	67 Paulding St	 San Francisco	CA	94112	2 beds	1 bath	1,000 sqft	$885,405
15074424	2200 Sacramento St APT 706	 San Francisco	CA	94115	2 beds	2 baths	1,110 sqft	$1,243,178
119685059	941 Cayuga Ave	 San Francisco	CA	94112	3 beds	2.5 baths	1,660 sqft	$993,937
63196194	1333 Jones St APT 802	 San Francisco	CA	94109	1 bed	2 baths	-- sqft	$1,764,443
2099430833	Residence F2 Plan	 Summit 800 San Francisco	CA	94132	3 beds	2.5 baths	2,207 sqft	$1,465,675
15072728	1998 Broadway APT 507	 San Francisco	CA	94109	2 beds	2 baths	1,030 sqft	$1,147,550
15124993	2632 35th Ave	 San Francisco	CA	94116	3 beds	1 bath	1,500 sqft	$1,097,622
67090195	400 Beale St APT 1005	 San Francisco	CA	94105	1 bed	1 bath	828 sqft	$909,046
15187305	449 Urbano Dr	 San Francisco	CA	94127	-- beds	1 bath	1,600 sqft	$1,532,875
15085160	2028 Mcallister St	 San Francisco	CA	94118	-- beds	1 bath	1,545 sqft	$1,610,073
15138751	424 Gennessee St	 San Francisco	CA	94127	4 beds	2 baths	1,838 sqft	$1,307,554
15069423	631 Ofarrell St APT 414	 San Francisco	CA	94109	Studio	1 bath	520 sqft	$472,543
15158160	206 Bridgeview Dr	 San Francisco	CA	94124	3 beds	2 baths	1,440 sqft	$759,888
2097784789	654 Castro St	 San Francisco	CA	94114	-- beds	-- baths	4,386 sqft	$2,793,625
82786241	177 Townsend St UNIT 335	 San Francisco	CA	94107	1 bed	1 bath	815 sqft	$921,272
15090814	362 28th Ave	 San Francisco	CA	94121	2 beds	1 bath	1,090 sqft	$1,280,636
15143092	236 Guerrero St	 San Francisco	CA	94103	3 beds	2 baths	1,539 sqft	$1,455,487
2097786533	590 24th Ave	 San Francisco	CA	94121	Studio	-- baths	2,208 sqft	$1,420,867
2097786535	430 Eddy St	 San Francisco	CA	94109	3,576 sqft	Unavailable
15141202	115 San Juan Ave	 San Francisco	CA	94112	3 beds	2 baths	2,247 sqft	$1,070,251
15086395	964 Page St	 San Francisco	CA	94117	2 beds	1 bath	1,122 sqft	$1,175,806
2102211687	149-151 Masonic Ave San Francisco Ca # 94118	 San Francisco	CA	94118	4 beds	2 baths	2,672 sqft	$1,998,223
116156185	435 China Basin St UNIT 335	 San Francisco	CA	94158	2 beds	2 baths	-- sqft	$1,339,763
